name,salary_from,salary_to,salary_currency,area_name,published_at
Монтажник РЭА,45000,,RUR,Екатеринбург,2022-12-19T11:46:53+0300
Оператор - наладчик ЧПУ / Токарь,90000,,RUR,Казань,2022-12-19T10:36:33+0300
Механик-наладчик оборудования,,,,Омск,2022-12-19T08:50:50+0300
Техник по подключению,50000,,RUR,Челябинск,2022-12-19T09:24:18+0300
Программист 1С,80000,,RUR,Красноярск,2022-12-19T09:10:29+0300
Project Manager,,,,Ташкент,2022-12-19T07:41:57+0300
Машинист экструдера,60000,100000,RUR,Лобня,2022-12-19T11:15:10+0300
Специалист по тестированию,,,,Самара,2022-12-19T09:46:36+0300
Frontend Developer/Vue.js (Middle),130000,,RUR,Ташкент,2022-12-19T07:39:04+0300
Инженер по обучению,,,,Качканар,2022-12-19T06:24:36+0300
Специалист по Sales Works,40000,45000,RUR,Хабаровск,2022-12-19T08:30:21+0300
Ruby Developer,1500,1500,BYR,Минск,2022-12-19T10:10:06+0300
Бизнес-аналитик Битрикс 24,150000,,RUR,Москва,2022-12-19T09:57:28+0300
Руководитель отдела сервиса официального дилера,,,,Новосибирск,2022-12-19T06:27:58+0300
IT Product Manager (Mobile Applications),,,,Москва,2022-12-19T10:40:38+0300
Ведущий инженер по тестированию,,,,Санкт-Петербург,2022-12-19T09:47:29+0300
Аналитик данных (Департамент закупок),,,,Москва,2022-12-19T07:06:42+0300
Разработчик Python,150000,150000,RUR,Санкт-Петербург,2022-12-19T11:56:18+0300
Бизнес-аналитик,130000,,RUR,Москва,2022-12-19T07:44:30+0300
CG Generalist / Adobe After Effects артист,2000,,USD,Москва,2022-12-19T09:57:08+0300
"Программист(с.Уват, Тюменская область)",30000,,RUR,Уват (Тюменская область),2022-12-19T10:52:29+0300
Помощник специалиста сервисной службы,50000,50000,RUR,Лобня,2022-12-19T09:41:02+0300
Старший аналитик,,44700,RUR,Екатеринбург,2022-12-19T09:43:47+0300
Технический специалист (IT),230000,330000,KZT,Астана,2022-12-19T11:43:12+0300
Электромеханик,70000,,RUR,Калуга,2022-12-19T10:09:32+0300
Ведущий специалист регионального ИТ сервиса,36400,72800,RUR,Белово,2022-12-19T09:50:16+0300
Ведущий инженер-геодезист (приборостроение),,,,Москва,2022-12-19T09:42:14+0300
Техник,50000,,RUR,Санкт-Петербург,2022-12-19T09:24:57+0300
Специалист по техническому обслуживанию Приборов безопасности грузоподъемных механизмов,,,,Магнитогорск,2022-12-19T08:29:56+0300
Механик-наладчик оборудования,,,,Тула,2022-12-19T08:50:50+0300
Программист,,,,Белгород,2022-12-19T09:51:51+0300
Программист 1С,,220000,RUR,Москва,2022-12-19T10:11:16+0300
Начальник эксплуатации транспорта,,87000,RUR,Москва,2022-12-19T08:56:23+0300
Специалист по тестированию,,45000,RUR,Санкт-Петербург,2022-12-19T11:26:49+0300
Бизнес-аналитик,,,,Уфа,2022-12-19T07:02:07+0300
Инженер эксплуатации фиксированной сети,65000,,RUR,Красноярск,2022-12-19T07:22:31+0300
Рабочий на мебельное производство,40000,,RUR,Челябинск,2022-12-19T06:44:50+0300
Бизнес-аналитик,,,,Москва,2022-12-19T11:08:14+0300
Frontend-разработчик Vue.js,,,,Ярославль,2022-12-19T10:35:04+0300
Оператор станков с программным управлением,65000,,RUR,Старый Оскол,2022-12-19T08:59:40+0300
Web-программист (PHP),100000,,RUR,Новосибирск,2022-12-19T07:09:59+0300
Токарь,50000,,RUR,Чебоксары,2022-12-19T09:52:38+0300
Бизнес-аналитик,120000,,RUR,Москва,2022-12-19T10:26:35+0300
Оператор станка с ЧПУ,100000,,RUR,Москва,2022-12-19T09:58:26+0300
Системный аналитик,170000,,RUR,Москва,2022-12-19T11:59:23+0300
Выездной (Сервис) Системный Администратор в телекоммуникационную компанию,300000,400000,KZT,Алматы,2022-12-19T11:34:06+0300
Системный администратор,120000,,RUR,Москва,2022-12-19T11:10:52+0300
Консультант 1C,80000,,RUR,Екатеринбург,2022-12-19T11:24:12+0300
Дизайнер-архитектор,140000,185000,RUR,Москва,2022-12-19T11:29:54+0300
IT-разработчик,,,,Петрозаводск,2022-12-19T10:25:15+0300
Журналист / Корреспондент (SMM-менеджер),30000,,RUR,Екатеринбург,2022-12-19T11:26:20+0300
Радиомонтажник,70000,100000,RUR,Казань,2022-12-19T10:49:14+0300
Техник по вентиляции и кондиционированию,50000,50000,RUR,Москва,2022-12-19T11:56:05+0300
Программист,,,,Воронеж,2022-12-19T11:45:41+0300
Инженер по обслуживанию систем безопасности,55000,,RUR,Нижнекамск,2022-12-19T10:00:45+0300
Токарь-универсал,50000,70000,RUR,Владимир,2022-12-19T10:18:38+0300
Разработчик С/С++,,,,Ярославль,2022-12-19T11:04:30+0300
Слесарь-ремонтник,70000,90000,RUR,Люберцы,2022-12-19T10:17:38+0300
Геймдизайнер-балансировщик,,,,Астана,2022-12-19T07:37:30+0300
Графический дизайнер,,,,Ташкент,2022-12-19T09:52:01+0300
Системный аналитик (удаленно),,,,Воронеж,2022-12-19T11:54:24+0300
SQL-разработчик,,,,Казань,2022-12-19T08:48:59+0300
Программист С++ / Qt (проект Энергосфера),150000,,RUR,Екатеринбург,2022-12-19T07:55:29+0300
Разработчик T-SQL (АБС Diasoft),,,,Москва,2022-12-19T11:17:41+0300
Электромеханик,,41000,RUR,Сальск,2022-12-19T11:39:12+0300
Инженер по электроприводу 1 категории,,80000,RUR,Тула,2022-12-19T09:51:49+0300
"Специалист монтажно-сервисного отдела (электрика, АСУТП)",,,,Красноярск,2022-12-19T11:33:05+0300
Токарь-универсал 6 разряда,60000,,RUR,Краснодар,2022-12-19T08:47:13+0300
Инженер по тестированию,,,,Челябинск,2022-12-19T09:16:57+0300
Механик,40000,,RUR,Березовский (Свердловская область),2022-12-19T07:25:07+0300
Инженер-программист оборудования,51000,,RUR,Красноярск,2022-12-19T08:46:16+0300
Слесарь-ремонтник,70000,90000,RUR,Красково,2022-12-19T10:13:57+0300
Аналитик в консалтинговую компанию,100000,350000,KZT,Алматы,2022-12-19T11:31:36+0300
Специалист технической поддержки 2 линии / IT Support Specialist,,67000,RUR,Санкт-Петербург,2022-12-19T10:12:16+0300
Консультант 1С,80000,,RUR,Новосибирск,2022-12-19T11:11:24+0300
Оператор токарного ЧПУ,,,,Казань,2022-12-19T08:13:01+0300
Специалист по поддержке пользователей (удаленно),33000,48000,RUR,Новороссийск,2022-12-19T10:39:09+0300
Frontend разработчик на React/TypeScript,,,,Москва,2022-12-19T10:45:27+0300
Токарь,,,,Обнинск,2022-12-19T07:46:42+0300
Дизайнер,,,,Новосибирск,2022-12-19T10:26:22+0300
Инженер-программист (разработка кросс-платформенных приложений),60000,,RUR,Красноярск,2022-12-19T08:46:16+0300
Программист-разработчик,,,,Новочеркасск,2022-12-19T11:02:05+0300
Пресейл по услугам фиксированной связи,56000,,RUR,Ростов-на-Дону,2022-12-19T11:32:17+0300
"Программист - разработчик 1С 8, 1С:ERP",200000,252000,RUR,Москва,2022-12-19T09:41:48+0300
Техлид (Marketplace),420000,,RUR,Москва,2022-12-19T10:10:15+0300
Инженер-программист 2 категории (Волжский),20000,28000,RUR,Волжский (Волгоградская область),2022-12-19T08:28:32+0300
Токарь-расточник,134000,,RUR,Курган,2022-12-19T08:43:47+0300
Программист,,,,Владимир,2022-12-19T08:47:53+0300
Руководитель ИТ-проектов (MES),,,,Москва,2022-12-19T08:48:40+0300
Менеджер ИТ проектов в сфере HR/ IT Project Manager (HR related projects),,,,Москва,2022-12-19T09:59:42+0300
